ticket_id,ticket_code,customer_id,serial_no,product_id,center_id,issue_desc,category_id,priority,status,technician_id,received_at,due_date,closed_at,is_warranty
2997,BH-002997/2026,2811,SN533828066035,245,6,tình trạng: màn hình đen không lên đã thử khởi động lại không được,1,THAP,DA_DONG,23,2026-02-05 12:15,2026-02-10 12:15,2026-02-17 07:00,true
2998,BH-002998/2024,17526,SN834487222319,251,5,KHÁCH BÁO PIN TỤT RẤT NHANH DÙNG 2 TIẾNG ĐÃ HẾT ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,2,CAO,DA_DONG,24,2024-10-05 11:00,2024-10-06 11:00,2024-10-06 01:44,true
2999,BH-002999/2024,3554,SN263705229365,137,1,khách hàng phản ánh pin tụt rất nhanh dùng 2 tiếng đã hết đã thử khởi động lại không được,2,TRUNG_BINH,HOAN_TAT,33,2024-11-07 13:15,2024-11-10 13:15,,true
3000,BH-003000/2026,37055,SN697176557551,189,5,khách hàng phản ánh máy không giữ được pin qua đêm bị từ tuần trước,2,TRUNG_BINH,DA_DONG,7,2026-07-23 09:15,2026-07-26 09:15,2026-07-29 20:24,true
3001,BH-003001/2025,47694,SN178329363951,148,6,MAY BI KHÔNG NHẬN SIM,6,TRUNG_BINH,DA_DONG,11,2025-10-27 10:45,2025-10-30 10:45,2025-10-29 09:42,true
3002,BH-003002/2026,17050,SN788319623197,318,3,điểm chết trên màn hình,1,TRUNG_BINH,DA_DONG,32,2026-05-24 12:45,2026-05-27 12:45,2026-05-26 06:58,true
3003,BH-003003/2024,43717,SN425132026819,216,1,khách hàng phản ánh máy tự tắt khi còn 30% pin đã thử khởi động lại không được,2,TRUNG_BINH,DA_DONG,20,2024-11-25 16:15,2024-11-28 16:15,2024-11-27 22:50,true
3004,BH-003004/2024,53310,SN121143662183,170,4,màn hình bị hở sáng viền dưới bị từ tuần trước,1,CAO,DA_DONG,6,2024-11-04 08:00,2024-11-05 08:00,2024-11-04 17:15,true
3005,BH-003005/2025,45751,SN323069667799,133,3,may bi cổng sạc bám bụi không tiếp xúc bị từ tuần trước,3,TRUNG_BINH,DA_DONG,36,2025-06-06 11:45,2025-06-09 11:45,2025-06-08 08:35,true
3006,BH-003006/2026,43312,SN877029241180,148,3,tình trạng: pin chai chỉ còn dùng được nửa ngày bị từ tuần trước,2,TRUNG_BINH,DA_DONG,38,2026-02-03 10:00,2026-02-06 10:00,2026-02-05 09:30,true
3007,BH-003007/2025,49831,SN755672305708,164,5,tình trạng: màn hình đen không lên mới bị 2 ngày nay,1,CAO,DA_DONG,26,2025-10-25 17:00,2025-10-26 17:00,2025-10-26 05:16,false
3008,BH-003008/2025,522,SN992559324350,123,4,tinh trang: sac rat cham mat ca dem,3,TRUNG_BINH,DA_DONG,14,2025-04-24 12:45,2025-04-27 12:45,2025-04-26 11:18,false
3009,BH-003009/2025,15375,SN893564993477,12,6,may bi rơi bồn rửa máy chập chờn mới bị 2 ngày nay,5,CAO,DA_DONG,10,2025-04-18 15:15,2025-04-19 15:15,2025-04-18 21:48,true
3010,BH-003010/2026,8027,SN229714074884,265,1,khach hang phan anh pin chai chi con dung duoc nua ngay xay ra sau khi roi,2,TRUNG_BINH,DA_DONG,33,2026-08-19 11:45,2026-08-22 11:45,2026-08-22 00:13,true
3011,BH-003011/2024,52632,SN261346930895,250,4,KH NOI PIN TUT RAT NHANH DUNG 2 TIENG DA HET MOI BI 2 NGAY NAY,2,TRUNG_BINH,DANG_XU_LY,16,2024-10-11 16:00,2024-10-14 16:00,,true
3012,BH-003012/2026,50730,SN282321756392,197,1,TÌNH TRẠNG: CỔNG SẠC BỊ GÃY CHÂN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,3,TRUNG_BINH,DA_DONG,1,2026-02-06 14:15,2026-02-09 14:15,2026-02-09 04:08,true
3013,BH-003013/2025,47508,SN775967143142,106,2,khách báo máy rung liên tục không dừng bị từ tuần trước,6,TRUNG_BINH,DA_DONG,30,2025-05-15 09:30,2025-05-18 09:30,2025-05-16 10:59,true
3014,BH-003014/2025,41514,SN936201314531,4,5,may bi camera sau bi mo nhu co suong bi tu tuan truoc,6,TRUNG_BINH,DA_DONG,24,2025-01-02 15:15,2025-01-05 15:15,2025-01-04 04:37,true
3015,BH-003015/2025,48077,SN906024712708,162,2,may bi máy vào nước màn hình loang ố mới bị 2 ngày nay,5,CAO,DA_DONG,8,2025-06-18 12:45,2025-06-19 12:45,2025-06-18 23:56,true
3016,BH-003016/2025,46192,SN300444814316,186,3,khách báo màn hình đen không lên máy còn bảo hành,1,CAO,DA_DONG,27,2025-02-16 10:30,2025-02-17 10:30,2025-02-17 08:27,true
3017,BH-003017/2024,11019,SN953115699714,255,3,tình trạng: màn hình nứt sau khi rơi mới bị 2 ngày nay,1,CAO,CHO_LINH_KIEN,36,2024-12-24 09:30,2024-12-25 09:30,,true
3018,BH-003018/2026,35991,SN660067450048,71,2,camera mở lên bị đen màn xảy ra sau khi rơi,4,THAP,DANG_XU_LY,30,2026-05-18 12:30,2026-05-23 12:30,,true
3019,BH-003019/2024,13173,SN904846199130,163,2,khách báo máy phồng pin cấn màn hình xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,8,2024-12-08 11:45,2024-12-11 11:45,2024-12-10 07:44,false
3020,BH-003020/2025,23018,SN443083261437,86,4,khach bao nut nguon bi ket da thu khoi dong lai khong duoc,6,THAP,DA_DONG,34,2025-07-30 09:15,2025-08-04 09:15,2025-08-02 21:07,false
3021,BH-003021/2026,27933,SN941296544302,97,6,khach bao nut nguon bi ket may con bao hanh,6,TRUNG_BINH,DA_DONG,23,2026-04-15 16:30,2026-04-18 16:30,2026-04-17 04:58,false
3022,BH-003022/2025,17235,SN879358175124,253,3,kh nói pin sụt 20% chỉ sau vài phút,2,TRUNG_BINH,DA_DONG,27,2025-03-10 11:30,2025-03-13 11:30,2025-03-14 20:05,false
3023,BH-003023/2025,35095,SN434863304800,291,6,khách hàng phản ánh camera mở lên bị đen màn xảy ra sau khi rơi,4,THAP,DA_DONG,18,2025-01-22 10:45,2025-01-27 10:45,2025-01-26 04:09,true
3024,BH-003024/2025,46733,SN727951686093,226,2,may bi wifi khong ket noi duoc sau cap nhat may con bao hanh,4,THAP,DA_DONG,5,2025-05-05 14:45,2025-05-10 14:45,2025-05-09 06:55,false
3025,BH-003025/2026,26813,SN308125633726,25,5,kh nói báo pin sai phần trăm nhảy loạn đã thử khởi động lại không được,2,TRUNG_BINH,DA_DONG,31,2026-07-27 15:30,2026-07-30 15:30,2026-08-02 20:07,true
3026,BH-003026/2025,44848,SN887264430577,317,5,may bi màn hình chớp tắt liên tục,1,CAO,DA_DONG,7,2025-07-01 08:30,2025-07-02 08:30,2025-07-01 22:18,false
3027,BH-003027/2025,41341,SN858893499311,266,5,TÌNH TRẠNG: MÀN HÌNH BỊ HỞ SÁNG VIỀN DƯỚI MỚI BỊ 2 NGÀY NAY,1,CAO,HOAN_TAT,17,2025-12-05 15:00,2025-12-06 15:00,,true
3028,BH-003028/2024,48148,SN224327134339,287,6,may bi máy treo logo không vào được hệ điều hành đã thử khởi động lại không được,4,THAP,CHO_LINH_KIEN,23,2024-10-18 17:45,2024-10-23 17:45,,true
3029,BH-003029/2025,37774,SN341066842907,313,5,cảm ứng chỗ được chỗ không bị từ tuần trước,1,CAO,DA_DONG,17,2025-08-12 15:30,2025-08-13 15:30,2025-08-13 07:14,false
3030,BH-003030/2025,38328,SN767393507943,30,1,khách báo máy không giữ được pin qua đêm khách chưa từng sửa ở đâu,2,TRUNG_BINH,DA_DONG,33,2025-06-21 15:45,2025-06-24 15:45,2025-06-22 21:26,true
3031,BH-003031/2025,27683,SN498733737260,217,3,tình trạng: pin sụt 20% chỉ sau vài phút xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,37,2025-10-09 09:30,2025-10-12 09:30,2025-10-11 01:37,true
3032,BH-003032/2026,36024,SN737856179056,97,3,KHÁCH HÀNG PHẢN ÁNH CỔNG SẠC BÁM BỤI KHÔNG TIẾP XÚC,3,TRUNG_BINH,DA_DONG,19,2026-05-04 15:15,2026-05-07 15:15,2026-05-05 23:41,true
3033,BH-003033/2025,46513,SN780018756472,254,6,man hinh xuat hien vet muc loang khach chua tung sua o dau,1,CAO,DA_DONG,23,2025-07-11 10:15,2025-07-12 10:15,2025-07-12 07:49,false
3034,BH-003034/2025,42374,SN480219777418,231,1,khách báo màn hình bị sọc dọc đã thử khởi động lại không được,1,THAP,DA_DONG,33,2025-05-30 17:15,2025-06-04 17:15,2025-06-01 16:15,false
3035,BH-003035/2025,15055,SN127658944202,316,4,tình trạng: báo pin sai phần trăm nhảy loạn xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,16,2025-10-24 08:45,2025-10-27 08:45,2025-10-25 03:31,false
3036,BH-003036/2025,45781,SN335159817338,63,5,wifi không kết nối được sau cập nhật xảy ra sau khi rơi,4,THAP,DA_DONG,24,2025-11-20 14:00,2025-11-25 14:00,2025-11-23 23:12,true
3037,BH-003037/2024,18952,SN175311984566,16,1,may bi pin nóng bất thường khi dùng khách chưa từng sửa ở đâu,2,TRUNG_BINH,DA_DONG,20,2024-11-14 12:30,2024-11-17 12:30,2024-11-16 08:07,true
3038,BH-003038/2025,47044,SN205883942565,56,2,khách hàng phản ánh màn hình chớp tắt liên tục,1,CAO,DA_DONG,25,2025-06-15 17:45,2025-06-16 17:45,2025-06-16 04:16,true
3039,BH-003039/2025,12631,SN680839658559,253,1,khách hàng phản ánh cảm ứng chỗ được chỗ không khách chưa từng sửa ở đâu,1,CAO,CHO_LINH_KIEN,1,2025-08-03 10:00,2025-08-04 10:00,,true
3040,BH-003040/2025,39946,SN442617006922,127,4,may bi màn hình đen không lên đã thử khởi động lại không được,1,CAO,DA_DONG,21,2025-08-02 13:30,2025-08-03 13:30,2025-08-03 08:45,false
3041,BH-003041/2024,15295,SN809236246342,223,5,khách hàng phản ánh cắm sạc máy nóng bất thường khách chưa từng sửa ở đâu,3,TRUNG_BINH,DANG_XU_LY,31,2024-11-05 10:00,2024-11-08 10:00,,true
3042,BH-003042/2026,782,SN142188571427,318,4,khách báo wifi không kết nối được sau cập nhật mới bị 2 ngày nay,4,THAP,DA_DONG,21,2026-03-24 14:30,2026-03-29 14:30,2026-03-28 22:38,true
3043,BH-003043/2025,22317,SN458844819370,43,2,MÁY TỰ KHỞI ĐỘNG LẠI NHIỀU LẦN TRONG NGÀY,4,THAP,DANG_XU_LY,30,2025-08-27 11:00,2025-09-01 11:00,,true
3044,BH-003044/2024,14960,SN576157321164,32,4,kh nói máy không giữ được pin qua đêm đã thử khởi động lại không được,2,TRUNG_BINH,DA_DONG,4,2024-08-31 09:15,2024-09-03 09:15,2024-09-01 05:52,true
3045,BH-003045/2026,53131,SN965840767655,262,6,tình trạng: máy tự tắt khi còn 30% pin máy còn bảo hành,2,TRUNG_BINH,CHO_LINH_KIEN,23,2026-08-09 09:15,2026-08-12 09:15,,true
3046,BH-003046/2026,27690,SN278019582639,75,1,kh nói cắm sạc không vào điện bị từ tuần trước,3,TRUNG_BINH,DA_PHAN_CONG,20,2026-01-31 15:15,2026-02-03 15:15,,true
3047,BH-003047/2026,40548,SN546005155282,298,4,KH NÓI MÀN HÌNH XUẤT HIỆN VỆT MỰC LOANG MỚI BỊ 2 NGÀY NAY,1,CAO,DA_DONG,2,2026-01-03 08:45,2026-01-04 08:45,2026-01-03 14:56,true
3048,BH-003048/2025,31254,SN719730923793,60,1,mic gọi điện đối phương không nghe được khách chưa từng sửa ở đâu,6,TRUNG_BINH,DANG_XU_LY,1,2025-12-13 09:30,2025-12-16 09:30,,true
3049,BH-003049/2026,1930,SN522969124495,247,5,may bi máy tự tắt khi còn 30% pin đã thử khởi động lại không được,2,TRUNG_BINH,DA_DONG,9,2026-05-31 12:45,2026-06-03 12:45,2026-06-01 10:31,true
3050,BH-003050/2025,42824,SN279709288133,219,2,tình trạng: màn hình nứt sau khi rơi bị từ tuần trước,1,CAO,DA_DONG,30,2025-09-04 16:00,2025-09-05 16:00,2025-09-05 11:08,false
3051,BH-003051/2024,27563,SN604951169827,258,4,kh nói màn hình bị ám vàng một góc bị từ tuần trước,1,TRUNG_BINH,HOAN_TAT,14,2024-11-30 17:15,2024-12-03 17:15,,true
3052,BH-003052/2025,53823,SN878872115887,211,6,khách hàng phản ánh màn hình bị hở sáng viền dưới,1,CAO,DA_DONG,10,2025-06-22 17:00,2025-06-23 17:00,2025-06-23 08:30,true
3053,BH-003053/2026,1362,SN430042133833,144,6,khách báo máy không giữ được pin qua đêm máy còn bảo hành,2,TRUNG_BINH,DA_DONG,28,2026-02-01 09:45,2026-02-04 09:45,2026-02-02 12:11,false
3054,BH-003054/2025,39761,SN178362794287,31,2,khách báo cảm ứng loạn không bấm được bị từ tuần trước,1,CAO,DA_DONG,12,2025-06-01 10:45,2025-06-02 10:45,2025-06-03 13:48,false
3055,BH-003055/2026,41764,SN843440931810,103,1,may bi camera mở lên bị đen màn,4,THAP,DA_DONG,1,2026-01-13 08:15,2026-01-18 08:15,2026-01-15 22:25,true
3056,BH-003056/2025,15566,SN275286401239,179,1,kh nói rơi bồn rửa máy chập chờn đã thử khởi động lại không được,5,CAO,DA_DONG,20,2025-07-09 14:45,2025-07-10 14:45,2025-07-11 00:11,true
3057,BH-003057/2024,47323,SN374701842092,217,6,tinh trang: man hinh den khong len may con bao hanh,1,CAO,CHO_LINH_KIEN,11,2024-10-13 13:30,2024-10-14 13:30,,true
3058,BH-003058/2026,22584,SN417646087836,168,6,cảm ứng chỗ được chỗ không,1,CAO,DA_DONG,28,2026-06-04 11:15,2026-06-05 11:15,2026-06-04 20:58,true
3059,BH-003059/2024,47649,SN543525824132,141,6,tình trạng: sạc rất chậm mất cả đêm bị từ tuần trước,3,TRUNG_BINH,DA_DONG,23,2024-10-28 15:30,2024-10-31 15:30,2024-10-30 08:08,true
3060,BH-003060/2026,14208,SN837928613496,169,6,KH NÓI MÀN HÌNH ĐEN KHÔNG LÊN BỊ TỪ TUẦN TRƯỚC,1,CAO,DA_DONG,11,2026-08-18 09:45,2026-08-19 09:45,2026-08-19 02:00,false
3061,BH-003061/2025,14946,SN973646542545,81,4,khách hàng phản ánh màn hình chớp tắt liên tục xảy ra sau khi rơi,1,CAO,DA_DONG,34,2025-11-30 12:00,2025-12-01 12:00,2025-11-30 19:22,true
3062,BH-003062/2026,11516,SN318171559157,277,4,may bi máy phồng pin cấn màn hình bị từ tuần trước,2,TRUNG_BINH,DA_PHAN_CONG,16,2026-01-20 15:15,2026-01-23 15:15,,true
3063,BH-003063/2026,15522,SN359522027566,197,6,may bi máy phồng pin cấn màn hình mới bị 2 ngày nay,2,TRUNG_BINH,DA_DONG,18,2026-03-03 17:00,2026-03-06 17:00,2026-03-05 05:48,true
3064,BH-003064/2026,515,SN317041535862,48,4,tinh trang: may treo logo khong vao duoc he dieu hanh may con bao hanh,4,THAP,DA_DONG,21,2026-06-13 09:45,2026-06-18 09:45,2026-06-17 07:02,true
3065,BH-003065/2026,7399,SN463889264391,223,5,may bi máy vào nước màn hình loang ố bị từ tuần trước,5,CAO,DA_DONG,7,2026-01-04 12:00,2026-01-05 12:00,2026-01-05 05:17,false
3066,BH-003066/2025,48818,SN264948497894,50,6,kh nói sạc vào nhưng không nhận cáp đã thử khởi động lại không được,3,THAP,DA_DONG,10,2025-12-09 15:00,2025-12-14 15:00,2025-12-14 01:08,false
3067,BH-003067/2026,5274,SN989740152577,67,1,cổng sạc bị gãy chân máy còn bảo hành,3,THAP,DA_DONG,20,2026-08-20 10:15,2026-08-25 10:15,2026-08-24 02:14,true
3068,BH-003068/2026,22952,SN456454158162,71,6,khách hàng phản ánh không cài được ứng dụng báo lỗi mới bị 2 ngày nay,4,THAP,DA_DONG,11,2026-02-07 09:45,2026-02-12 09:45,2026-02-08 17:53,true
3069,BH-003069/2025,27084,SN922393266297,142,1,khách báo màn hình bị ám vàng một góc đã thử khởi động lại không được,1,CAO,DA_DONG,20,2025-08-05 12:00,2025-08-06 12:00,2025-08-06 09:34,true
3070,BH-003070/2025,20332,SN276047952689,251,5,may khong giu duoc pin qua dem xay ra sau khi roi,2,THAP,DA_DONG,9,2025-10-02 15:45,2025-10-07 15:45,2025-10-04 18:58,false
3071,BH-003071/2024,18453,SN699727064092,148,1,kh nói pin sụt 20% chỉ sau vài phút bị từ tuần trước,2,TRUNG_BINH,DA_DONG,20,2024-12-26 09:00,2024-12-29 09:00,2024-12-27 15:43,true
3072,BH-003072/2025,15873,SN282689912691,18,4,man hinh bi am vang mot goc moi bi 2 ngay nay,1,CAO,DA_DONG,16,2025-10-17 10:30,2025-10-18 10:30,2025-10-17 22:39,false
3073,BH-003073/2026,37249,SN115016076666,70,6,khách báo chân sạc lỏng phải giữ mới sạc được mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,13,2026-05-11 12:00,2026-05-14 12:00,2026-05-13 17:59,true
3074,BH-003074/2024,26137,SN556158133616,137,5,may bi may bi do nuoc ngot vao khong sac duoc bi tu tuan truoc,5,CAO,DA_DONG,31,2024-09-14 08:15,2024-09-15 08:15,2024-09-15 01:51,true
3075,BH-003075/2024,7449,SN417061725363,216,3,khach hang phan anh pin nong bat thuong khi dung xay ra sau khi roi,2,TRUNG_BINH,DA_DONG,38,2024-09-24 11:45,2024-09-27 11:45,2024-09-25 21:33,false
3076,BH-003076/2025,13445,SN400589224635,73,4,khách hàng phản ánh màn hình bị ám vàng một góc xảy ra sau khi rơi,1,CAO,DANG_XU_LY,6,2025-07-14 17:15,2025-07-15 17:15,,true
3077,BH-003077/2024,12998,SN864569882725,162,4,may bi chân sạc lỏng phải giữ mới sạc được xảy ra sau khi rơi,3,TRUNG_BINH,DA_DONG,34,2024-10-05 10:30,2024-10-08 10:30,2024-10-11 20:11,false
3078,BH-003078/2025,27528,SN299471054324,132,6,tình trạng: cổng sạc bám bụi không tiếp xúc,3,THAP,DA_DONG,23,2025-04-22 11:30,2025-04-27 11:30,2025-04-26 20:44,true
3079,BH-003079/2025,20588,SN692689630320,215,6,khách hàng phản ánh máy phồng pin cấn màn hình khách chưa từng sửa ở đâu,2,TRUNG_BINH,DA_DONG,10,2025-06-14 12:45,2025-06-17 12:45,2025-06-17 03:06,false
3080,BH-003080/2025,45253,SN270921952856,272,5,kh nói không cài được ứng dụng báo lỗi khách chưa từng sửa ở đâu,4,THAP,DA_DONG,31,2025-10-29 15:45,2025-11-03 15:45,2025-11-03 01:38,true
3081,BH-003081/2024,36797,SN664033595283,44,4,tình trạng: không cài được ứng dụng báo lỗi máy còn bảo hành,4,THAP,DA_DONG,34,2024-10-13 11:45,2024-10-18 11:45,2024-10-16 07:13,true
3082,BH-003082/2026,18237,SN613500620092,262,1,kh nói cắm sạc máy nóng bất thường xảy ra sau khi rơi,3,TRUNG_BINH,DA_DONG,33,2026-03-26 13:30,2026-03-29 13:30,2026-03-27 16:31,true
3083,BH-003083/2024,11175,SN207625812800,128,5,không nhận sim đã thử khởi động lại không được,6,TRUNG_BINH,DA_DONG,9,2024-10-07 11:15,2024-10-10 11:15,2024-10-08 08:38,true
3084,BH-003084/2025,132,SN933285819767,169,2,may khong giu duoc pin qua dem,2,TRUNG_BINH,DA_DONG,30,2025-03-22 13:15,2025-03-25 13:15,2025-03-24 01:45,true
3085,BH-003085/2025,25301,SN794307947366,241,3,khách báo máy chạy chậm giật lag sau khi cập nhật khách chưa từng sửa ở đâu,4,THAP,DA_DONG,32,2025-06-19 15:15,2025-06-24 15:15,2025-06-24 04:31,true
3086,BH-003086/2024,43495,SN191345006698,5,4,may bi không nhận sim xảy ra sau khi rơi,6,TRUNG_BINH,DA_DONG,14,2024-10-03 13:00,2024-10-06 13:00,2024-10-04 11:15,true
3087,BH-003087/2026,27864,SN988490730368,277,1,màn hình bị sọc dọc khách chưa từng sửa ở đâu,1,CAO,DA_DONG,20,2026-04-25 12:00,2026-04-26 12:00,2026-04-26 02:50,true
3088,BH-003088/2025,8638,SN669207729586,136,3,kh nói pin nóng bất thường khi dùng bị từ tuần trước,2,TRUNG_BINH,DA_DONG,36,2025-06-02 13:15,2025-06-05 13:15,2025-06-03 14:02,true
3089,BH-003089/2026,4492,SN932554812991,243,5,khách báo màn hình chớp tắt liên tục xảy ra sau khi rơi,1,CAO,DA_DONG,7,2026-07-12 11:00,2026-07-13 11:00,2026-07-12 18:31,false
3090,BH-003090/2025,14125,SN776426181078,236,4,khách báo máy tự tắt khi còn 30% pin đã thử khởi động lại không được,2,TRUNG_BINH,CHO_LINH_KIEN,15,2025-07-10 15:30,2025-07-13 15:30,,true
3091,BH-003091/2025,31181,SN670718755456,19,2,kh nói pin sụt 20% chỉ sau vài phút xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,5,2025-04-13 14:45,2025-04-16 14:45,2025-04-14 21:36,true
3092,BH-003092/2025,52416,SN250312501563,199,4,khach bao pin nong bat thuong khi dung bi tu tuan truoc,2,TRUNG_BINH,DA_DONG,15,2025-02-01 16:45,2025-02-04 16:45,2025-02-05 22:22,true
3093,BH-003093/2025,20815,SN624819563453,176,3,may bi may co tieng keu la ben trong bi tu tuan truoc,6,TRUNG_BINH,DA_DONG,27,2025-11-23 11:15,2025-11-26 11:15,2025-11-29 07:51,true
3094,BH-003094/2024,46286,SN933977917461,284,2,kh nói máy bị đổ nước ngọt vào không sạc được đã thử khởi động lại không được,5,CAO,DA_DONG,30,2024-12-20 09:15,2024-12-21 09:15,2024-12-20 18:46,false
3095,BH-003095/2026,18883,SN121934057853,34,4,tình trạng: máy vào nước màn hình loang ố bị từ tuần trước,5,CAO,DA_DONG,34,2026-07-25 13:00,2026-07-26 13:00,2026-07-26 04:10,false
3096,BH-003096/2026,5035,SN825107599597,18,5,cảm ứng loạn không bấm được xảy ra sau khi rơi,1,CAO,DANG_XU_LY,9,2026-04-13 10:00,2026-04-14 10:00,,false
3097,BH-003097/2025,50230,SN782921250559,44,5,khách hàng phản ánh màn hình đen không lên máy còn bảo hành,1,CAO,CHO_LINH_KIEN,35,2025-01-10 11:45,2025-01-11 11:45,,true
3098,BH-003098/2024,50035,SN722764093284,220,1,khach hang phan anh sac day nhung dung 30 phut la sap nguon,2,TRUNG_BINH,DA_DONG,33,2024-12-18 17:30,2024-12-21 17:30,2024-12-20 23:21,true
3099,BH-003099/2026,7989,SN151376672940,223,4,KH NÓI MÀN HÌNH XUẤT HIỆN VỆT MỰC LOANG MÁY CÒN BẢO HÀNH,1,CAO,DA_DONG,4,2026-01-10 09:45,2026-01-11 09:45,2026-01-10 18:17,false
3100,BH-003100/2026,27247,SN908480337384,299,3,khách hàng phản ánh màn hình xuất hiện vệt mực loang xảy ra sau khi rơi,1,CAO,DA_DONG,32,2026-07-31 14:30,2026-08-01 14:30,2026-07-31 22:23,true
3101,BH-003101/2025,25505,SN339621656619,260,2,kh nói màn hình bị ám vàng một góc máy còn bảo hành,1,CAO,DA_DONG,30,2025-12-16 15:00,2025-12-17 15:00,2025-12-18 10:20,true
3102,BH-003102/2024,28877,SN383459265282,184,5,khách hàng phản ánh chân sạc lỏng phải giữ mới sạc được đã thử khởi động lại không được,3,TRUNG_BINH,DA_DONG,26,2024-10-28 16:00,2024-10-31 16:00,2024-10-30 23:23,true
3103,BH-003103/2026,5417,SN987189322645,282,3,báo pin sai phần trăm nhảy loạn mới bị 2 ngày nay,2,TRUNG_BINH,CHO_LINH_KIEN,27,2026-06-03 08:00,2026-06-06 08:00,,true
3104,BH-003104/2026,39764,SN201461834147,162,3,khách báo cắm sạc báo lỗi phụ kiện mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,37,2026-08-14 17:30,2026-08-17 17:30,2026-08-16 15:57,true
3105,BH-003105/2025,44289,SN365630914894,119,3,kh nói màn hình bị hở sáng viền dưới xảy ra sau khi rơi,1,CAO,DA_DONG,27,2025-07-11 15:00,2025-07-12 15:00,2025-07-12 18:28,true
3106,BH-003106/2026,33528,SN238396702487,32,1,khách hàng phản ánh máy tự khởi động lại nhiều lần trong ngày mới bị 2 ngày nay,4,THAP,DA_DONG,1,2026-01-09 17:15,2026-01-14 17:15,2026-01-13 17:44,true
3107,BH-003107/2025,24606,SN519516601007,177,3,KHÁCH HÀNG PHẢN ÁNH MÀN HÌNH BỊ SỌC DỌC ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,1,CAO,DA_DONG,38,2025-07-23 16:00,2025-07-24 16:00,2025-07-24 09:50,true
3108,BH-003108/2026,31704,SN251445834648,116,4,kh noi man hinh bi am vang mot goc,1,CAO,DANG_XU_LY,21,2026-07-27 09:00,2026-07-28 09:00,,true
3109,BH-003109/2025,27128,SN629308280836,29,2,may bi máy bị đổ nước ngọt vào không sạc được đã thử khởi động lại không được,5,CAO,DANG_XU_LY,29,2025-07-26 15:15,2025-07-27 15:15,,true
3110,BH-003110/2026,17927,SN842414185925,247,1,KHÁCH HÀNG PHẢN ÁNH MÁY TỰ TẮT KHI CÒN 30% PIN MỚI BỊ 2 NGÀY NAY,2,TRUNG_BINH,DA_DONG,20,2026-08-01 11:15,2026-08-04 11:15,2026-08-08 11:54,true
3111,BH-003111/2024,37478,SN256741496372,179,6,may bi camera sau bị mờ như có sương mới bị 2 ngày nay,6,TRUNG_BINH,CHO_LINH_KIEN,11,2024-12-27 09:30,2024-12-30 09:30,,true
3112,BH-003112/2026,52438,SN439203345523,46,6,khách báo màn hình nứt sau khi rơi bị từ tuần trước,1,THAP,DA_DONG,13,2026-07-03 08:30,2026-07-08 08:30,2026-07-07 12:15,false
3113,BH-003113/2024,28417,SN342527165304,205,3,tình trạng: máy không giữ được pin qua đêm đã thử khởi động lại không được,2,TRUNG_BINH,DA_DONG,19,2024-09-26 15:15,2024-09-29 15:15,2024-10-01 18:14,true
3114,BH-003114/2025,39807,SN404209508858,258,3,may bi máy treo logo không vào được hệ điều hành mới bị 2 ngày nay,4,THAP,DA_DONG,22,2025-10-22 09:15,2025-10-27 09:15,2025-10-25 11:37,true
3115,BH-003115/2026,7479,SN299422081648,130,6,khách báo màn hình đen không lên,1,THAP,DA_DONG,11,2026-02-16 11:00,2026-02-21 11:00,2026-02-17 21:55,true
3116,BH-003116/2026,10769,SN500318092360,288,1,khong cai duoc ung dung bao loi may con bao hanh,4,THAP,DA_DONG,1,2026-08-29 12:15,2026-09-03 12:15,2026-08-31 04:20,false
3117,BH-003117/2025,17719,SN676629616005,18,4,khách báo màn hình bị hở sáng viền dưới đã thử khởi động lại không được,1,CAO,DA_DONG,14,2025-09-22 12:15,2025-09-23 12:15,2025-09-23 04:03,false
3118,BH-003118/2025,11891,SN553324606271,126,6,cổng sạc bám bụi không tiếp xúc bị từ tuần trước,3,TRUNG_BINH,DA_DONG,18,2025-12-16 09:45,2025-12-19 09:45,2025-12-18 14:30,false
3119,BH-003119/2024,43653,SN268096258873,246,2,màn hình bị sọc dọc xảy ra sau khi rơi,1,CAO,DA_DONG,29,2024-09-14 10:00,2024-09-15 10:00,2024-09-14 21:06,true
3120,BH-003120/2026,27008,SN584332148781,56,4,nút nguồn bị kẹt bị từ tuần trước,6,TRUNG_BINH,DA_DONG,15,2026-07-07 15:45,2026-07-10 15:45,2026-07-09 15:01,true
3121,BH-003121/2025,3414,SN461476764001,106,1,khách hàng phản ánh báo pin sai phần trăm nhảy loạn,2,TRUNG_BINH,DA_DONG,20,2025-03-27 15:45,2025-03-30 15:45,2025-03-30 03:23,true
