order_id,product_id,so_luong,don_gia,thanh_tien
12375,248,1,11990000,11990000
12376,248,1,10791000,10791000
12376,267,2,9490000,18980000
12376,115,1,31990000,31990000
12377,95,1,7990000,7990000
12377,177,1,36990000,36990000
12378,294,1,5690500,5690500
12379,17,2,320000,640000
12380,124,1,2990000,2990000
12380,297,1,9490000,9490000
12380,195,1,2490000,2490000
12381,54,1,7115500,7115500
12381,89,1,3490000,3490000
12382,105,1,9490000,9490000
12383,76,1,22990000,22990000
12384,300,1,1890000,1890000
12385,29,1,225000,225000
12386,115,1,31990000,31990000
12387,188,1,9990000,9990000
12387,32,1,11990000,11990000
12387,168,2,25191000,50382000
12388,111,1,6741000,6741000
12389,266,1,120000,120000
12390,152,1,22990000,22990000
12391,10,1,6490000,6490000
12391,271,1,5841000,5841000
12392,235,1,3490000,3490000
12392,212,1,7990000,7990000
12393,13,1,27990000,27990000
12394,105,1,9490000,9490000
12395,287,1,4990000,4990000
12396,234,1,7990000,7990000
12396,215,1,27990000,27990000
12397,50,1,9490000,9490000
12397,162,3,18040500,54121500
12398,87,1,4990000,4990000
12398,229,1,237500,237500
12399,44,1,2691000,2691000
12400,141,1,6165500,6165500
12401,215,1,27990000,27990000
12401,209,1,9490500,9490500
12402,180,1,2840500,2840500
12403,165,2,6490000,12980000
12404,81,1,6490000,6490000
12405,308,1,22990000,22990000
12406,261,1,9490000,9490000
12407,70,1,1890000,1890000
12408,169,1,3315500,3315500
12409,300,1,1890000,1890000
12409,217,1,21840500,21840500
12410,214,1,26590500,26590500
12410,258,2,5990000,11980000
12411,50,1,9490000,9490000
12412,166,1,3990000,3990000
12413,1,1,1890000,1890000
12414,107,1,320000,320000
12415,51,1,450000,450000
12416,106,1,7191000,7191000
12416,203,1,26590500,26590500
12417,107,1,320000,320000
12418,262,1,750000,750000
12418,201,1,4990000,4990000
12418,13,1,27990000,27990000
12419,72,1,7191000,7191000
12420,230,1,250000,250000
12421,136,1,4990000,4990000
12422,39,1,31990000,31990000
12422,301,1,3790500,3790500
12423,26,1,31990000,31990000
12424,247,1,11990000,11990000
12425,243,1,18990000,18990000
12425,118,1,18990000,18990000
12426,279,1,4360500,4360500
12427,264,1,9490500,9490500
12428,184,2,6165500,12331000
12428,102,3,2490000,7470000
12429,159,1,12990000,12990000
12430,128,1,450000,450000
12431,248,1,11990000,11990000
12432,123,2,2490000,4980000
12432,42,1,8541000,8541000
12433,275,1,5990000,5990000
12434,226,1,18990000,18990000
12434,234,1,7990000,7990000
12435,8,1,1890000,1890000
12436,165,1,6490000,6490000
12436,56,1,5841000,5841000
12437,66,1,712500,712500
12438,234,1,7191000,7191000
12439,53,3,8541000,25623000
12439,72,1,7990000,7990000
12439,86,3,18990000,56970000
12440,234,1,7191000,7191000
12441,288,1,3990000,3990000
12442,193,1,33291000,33291000
12443,212,1,7191000,7191000
12444,284,1,2990000,2990000
12445,5,1,7990000,7990000
12445,263,1,4491000,4491000
12446,215,1,27990000,27990000
12447,14,1,250000,250000
12447,22,1,4990000,4990000
12447,214,1,27990000,27990000
12448,186,1,9490000,9490000
12449,269,1,405000,405000
12450,37,1,114000,114000
12451,125,1,6490000,6490000
12452,311,1,3990000,3990000
12452,232,1,712500,712500
12453,242,1,5990000,5990000
12453,291,1,3141000,3141000
12453,253,1,1890000,1890000
12454,94,2,5990000,11980000
12454,88,1,7590500,7590500
12455,60,1,11990000,11990000
12456,231,1,36990000,36990000
12457,234,1,7990000,7990000
12458,45,1,8541000,8541000
12459,60,1,11990000,11990000
12460,236,1,7990000,7990000
12461,200,1,27990000,27990000
12462,148,1,5391000,5391000
12463,195,1,2490000,2490000
12464,2,2,36990000,73980000
12465,25,1,3490000,3839000
12466,239,2,5841000,11682000
12467,108,1,31990000,31990000
12468,139,1,8541000,8541000
12468,183,1,2490000,2490000
12468,54,1,7490000,7490000
12469,192,1,7191000,7191000
12469,204,1,9015500,9015500
12470,301,1,3990000,3990000
12471,264,1,9990000,9990000
12472,123,1,2241000,2241000
12473,106,1,7990000,7990000
12474,142,1,9490000,9490000
12475,238,1,36990000,36990000
12476,164,1,3990000,3990000
12477,203,1,25191000,25191000
12478,7,1,6490000,6490000
12479,60,1,10791000,10791000
12480,141,1,5841000,5841000
12481,311,1,3990000,3990000
12482,307,1,3490000,3490000
12482,150,1,11691000,11691000
12482,14,2,225000,450000
12483,46,1,7990000,7990000
12484,13,1,27990000,27990000
12485,212,1,7590500,7590500
12485,285,1,2490000,2490000
12486,168,1,26590500,26590500
12487,278,1,5841000,5841000
12488,102,1,2490000,2490000
12489,310,1,5990000,5990000
12490,226,1,18990000,18990000
12491,6,1,5391000,5391000
12492,171,1,2365500,2365500
12492,105,1,8541000,8541000
12493,182,1,36990000,36990000
12493,109,1,560500,560500
12494,243,1,18990000,18990000
12495,91,1,4491000,4491000
12496,190,1,2691000,2691000
12496,45,1,8541000,8541000
12496,269,1,450000,450000
12497,80,1,9015500,9015500
12497,83,1,26590500,26590500
12498,67,1,18040500,18040500
12499,162,1,18990000,18990000
12500,211,1,5841000,5841000
12500,177,1,36990000,36990000
12501,278,1,6490000,6490000
12502,267,1,9490000,9490000
12502,308,1,22990000,22990000
12502,243,1,18990000,18990000
12503,15,2,4491000,8982000
12503,91,1,4990000,4990000
12504,136,1,4990000,4990000
12505,317,1,31990000,31990000
12506,308,1,22990000,22990000
12506,13,1,26590500,26590500
12507,71,1,11990000,11990000
12508,218,1,1795500,1795500
12508,219,1,7990000,7990000
12509,4,1,304000,304000
12510,88,1,7590500,7590500
12510,270,2,5391000,10782000
12511,278,1,6490000,6490000
12512,6,1,5990000,5990000
12513,123,1,2490000,2490000
12513,243,1,17091000,17091000
12514,266,1,120000,120000
12515,185,1,2990000,2990000
12516,32,1,11990000,11990000
12516,7,2,6490000,12980000
12517,114,1,31990000,31990000
12518,255,1,27990000,27990000
12519,297,1,8541000,8541000
12520,209,1,8991000,8991000
12521,120,1,3490000,3490000
12522,83,1,26590500,26590500
12523,105,1,9490000,9490000
12524,146,1,5690500,5690500
12525,197,1,712500,712500
12525,289,1,10791000,10791000
12526,103,1,20691000,20691000
12527,251,1,27990000,27990000
12527,131,1,27990000,27990000
12527,215,1,27990000,27990000
12528,305,1,1890000,1890000
12528,104,1,18040500,18040500
12529,6,1,5391000,5391000
12530,157,1,7990000,7990000
12531,299,1,3315500,3315500
12532,174,1,4990000,4990000
12533,165,2,6490000,12980000
12534,6,1,5990000,5990000
12535,87,1,4491000,4491000
12536,103,1,20691000,20691000
12537,197,1,675000,675000
12538,180,1,2990000,2990000
12539,7,1,6165500,6165500
12539,279,1,4590000,4590000
12540,112,1,27990000,27990000
12541,159,1,11691000,11691000
12541,138,2,7490000,13482000
12542,191,1,4491000,4491000
12542,319,2,2990000,5980000
12543,231,2,36990000,73980000
12544,16,2,27990000,55980000
12545,276,1,6490000,6490000
12546,119,1,120000,120000
12547,307,1,3490000,3490000
12548,142,1,8541000,9395100
12548,2,1,36990000,36990000
12549,223,1,5690500,5690500
12549,102,1,2490000,2490000
12550,113,1,18990000,18990000
12551,214,1,26590500,26590500
12551,201,1,4491000,4491000
12552,38,1,11990000,11990000
12552,112,1,27990000,27990000
12553,300,1,1890000,1890000
12554,222,1,36990000,36990000
12554,64,1,17091000,17091000
12555,49,1,2490000,2490000
12555,126,1,5391000,5391000
12556,258,1,5690500,5690500
12556,276,1,6490000,6490000
12557,165,1,5841000,5841000
12558,136,2,4990000,9980000
12559,168,1,27990000,27990000
12560,160,1,2840500,2840500
12561,20,1,4590000,4590000
12562,287,1,4990000,4990000
12563,92,3,225000,675000
12564,29,1,250000,250000
12565,264,1,9990000,9990000
12566,77,1,250000,250000
12567,260,1,18990000,18990000
12568,51,3,427500,1282500
12569,73,1,11990000,11990000
12570,20,1,4360500,4360500
12571,272,1,9490000,9490000
12572,231,1,35140500,35140500
12573,246,1,712500,712500
12574,268,1,450000,450000
12574,320,1,320000,320000
12574,129,1,2691000,2691000
12575,227,1,9990000,9990000
12576,31,1,5841000,5841000
12577,269,1,427500,427500
12578,270,1,5990000,5990000
12579,161,1,18990000,18990000
12580,133,1,27990000,27990000
12581,165,1,6490000,6490000
12581,99,2,12990000,25980000
12582,284,1,2990000,2990000
12583,233,1,250000,250000
12584,209,1,8991000,8991000
12585,14,1,250000,250000
12586,175,2,2241000,4482000
12586,250,1,190000,190000
12587,227,1,9990000,9990000
12588,135,1,5391000,5391000
12589,62,1,27990000,27990000
12590,273,1,10791000,10791000
12591,89,1,3141000,3141000
12591,113,1,18040500,18040500
12592,305,1,1890000,1890000
12593,228,2,2241000,4482000
12593,46,1,7990000,7990000
12594,227,1,9490500,9490500
12594,131,1,26590500,26590500
12595,230,1,250000,250000
12596,237,1,9490000,9490000
12596,18,1,9490000,9490000
12597,93,1,7590500,7590500
12598,152,1,20691000,20691000
12599,298,1,6165500,6165500
12600,155,1,26590500,26590500
12601,276,1,5841000,5841000
12602,33,3,250000,750000
12603,33,1,250000,250000
12603,45,1,9490000,9490000
12604,8,1,1701000,1701000
12605,12,1,27990000,27990000
12605,31,1,6490000,6490000
12606,276,1,6490000,6490000
12607,134,1,5841000,5841000
12607,113,1,18040500,18040500
12608,294,1,5391000,5391000
12609,101,1,18990000,18990000
12609,226,1,18990000,18990000
12610,81,1,6165500,6165500
12611,146,1,5391000,5391000
12612,46,1,7191000,7191000
12612,251,1,27990000,27990000
12612,204,1,8541000,8541000
12613,24,1,6490000,6490000
12614,58,1,7490000,7490000
12615,306,1,1890000,1890000
12616,245,3,9490000,28470000
12616,230,1,250000,250000
12617,52,2,190000,380000
12618,270,1,5990000,5990000
12618,230,1,250000,250000
12619,287,1,4990000,4990000
12619,103,1,20691000,20691000
12620,136,2,4990000,9980000
12621,211,2,6490000,12980000
12622,69,1,4990000,4990000
12622,260,1,18990000,18990000
12623,83,1,25191000,25191000
12623,195,1,2490000,2490000
12624,169,1,3141000,3141000
12624,96,1,2840500,2840500
12625,26,1,28791000,28791000
12626,48,2,6490000,12980000
12627,22,1,4491000,4491000
12628,234,1,7990000,7990000
12628,123,2,2490000,4980000
12629,132,1,4491000,4491000
12630,265,1,31990000,31990000
12631,314,1,27990000,27990000
12632,275,1,5990000,5990000
12632,2,1,35140500,35140500
12632,34,1,18040500,18040500
12633,60,1,10791000,10791000
12634,81,1,6165500,6165500
12635,178,1,2691000,2691000
12636,172,1,3490000,3490000
12637,188,1,9990000,9990000
12637,192,1,7590500,7590500
12638,245,1,9490000,9490000
12638,144,1,4990000,4990000
12639,71,1,11390500,11390500
12639,172,1,3490000,3839000
12640,280,1,4590000,4590000
12641,38,3,11990000,35970000
12642,174,1,4740500,4740500
12643,249,1,288000,288000
12644,114,1,31990000,31990000
12645,13,1,27990000,25191000
12646,221,1,18990000,18990000
12646,284,2,2990000,5980000
12647,145,1,2990000,2990000
12648,38,1,11990000,11990000
12648,258,1,5391000,5391000
12649,221,1,18990000,18990000
12650,99,1,12340500,12340500
12651,31,1,6490000,6490000
12652,211,1,6165500,6165500
12653,284,1,2990000,2990000
12653,58,1,7490000,7490000
12654,252,1,250000,250000
12654,126,1,5690500,5690500
12655,282,1,7990000,7990000
12656,41,1,190000,190000
12657,140,1,4990000,4990000
12658,202,1,10791000,11870100
12659,154,1,20691000,20691000
12660,45,3,8541000,25623000
12661,83,1,26590500,26590500
12662,300,1,1795500,1795500
12663,3,1,560500,560500
12664,260,1,18990000,18990000
12665,52,1,180500,180500
12665,220,2,12990000,25980000
12665,31,1,6490000,6490000
12666,166,1,3990000,3990000
12666,2,2,36990000,73980000
12667,276,1,5841000,5841000
12667,226,2,18990000,37980000
12668,68,1,1890000,1890000
12668,27,1,12990000,12990000
12669,84,2,8541000,17082000
12669,89,1,3315500,3315500
12670,183,1,2490000,2490000
12671,236,1,7590500,7590500
12672,319,1,2990000,2990000
12673,63,1,5990000,5990000
12674,62,1,27990000,27990000
12675,71,1,11990000,11990000
12676,186,1,9490000,9490000
12677,320,1,320000,320000
12678,58,1,7490000,7490000
12679,214,2,27990000,55980000
12680,126,1,5990000,5990000
12681,126,1,5690500,5690500
12682,131,1,25191000,25191000
12683,168,1,25191000,25191000
12684,251,1,25191000,25191000
12685,304,2,7990000,15980000
12686,265,1,30390500,30390500
12686,140,1,4740500,4740500
12687,91,1,4740500,4740500
12688,4,1,320000,320000
12688,83,1,27990000,27990000
12689,254,1,7990000,7990000
12689,262,1,750000,750000
12689,305,1,1890000,1890000
12690,78,3,450000,1350000
12690,254,1,7990000,7990000
12690,290,1,18990000,18990000
12691,28,1,4590000,4590000
12691,61,1,750000,750000
12692,185,1,2990000,2990000
12692,84,1,9490000,9490000
12693,35,1,7590500,7590500
12694,28,2,4590000,9180000
12695,207,1,3591000,3591000
12695,57,1,36990000,36990000
12696,51,1,450000,450000
12696,128,1,450000,450000
12697,13,1,25191000,25191000
12697,18,1,9490000,9490000
12698,238,1,33291000,33291000
12699,229,1,250000,250000
12699,165,1,6490000,6490000
12700,95,1,7590500,7590500
12700,146,2,5690500,11381000
12701,37,1,120000,120000
12702,47,1,6490000,6490000
12702,22,1,4990000,4990000
12703,168,1,27990000,27990000
12703,285,1,2365500,2365500
12703,296,1,21840500,21840500
12704,227,1,9990000,9990000
12705,71,1,11390500,11390500
12706,205,1,6490000,6490000
12707,180,1,2990000,2990000
12707,252,2,250000,500000
12708,52,1,190000,190000
12708,116,1,18040500,18040500
12709,108,1,28791000,28791000
12710,77,1,250000,250000
12711,317,1,28791000,28791000
12711,106,1,7191000,7910100
12712,25,1,3490000,3490000
12713,61,2,712500,1425000
12713,158,1,2691000,2691000
12714,241,1,4131000,4131000
12715,257,1,11390500,11390500
12716,35,1,7590500,8349550
12717,164,1,3990000,3990000
12718,8,1,1890000,1890000
12718,159,1,12990000,12990000
12719,203,1,27990000,27990000
12720,110,1,4740500,4740500
12721,141,1,6490000,6490000
12722,99,1,12990000,12990000
12723,70,2,1701000,3402000
12724,206,1,531000,531000
12725,197,1,750000,750000
12726,261,1,9490000,9490000
12727,106,1,7990000,7990000
12728,318,1,7990000,7990000
12729,10,1,6490000,6490000
12730,243,1,18990000,18990000
12731,93,1,7990000,7990000
12732,23,1,36990000,36990000
12732,113,1,18990000,18990000
12732,40,1,1795500,1795500
12733,214,1,27990000,27990000
12733,274,1,11990000,11990000
12734,188,1,9990000,9990000
12734,118,1,18990000,18990000
12735,254,1,7990000,7990000
12736,213,1,18990000,18990000
12737,304,1,7990000,7990000
12737,111,1,7490000,7490000
12737,218,1,1890000,1890000
12738,107,1,320000,320000
12739,230,1,225000,225000
12740,156,1,27990000,27990000
12741,292,1,5841000,5841000
12741,311,1,3990000,3990000
12742,291,1,3490000,3490000
12743,230,1,250000,250000
12743,286,1,3315500,3315500
12744,11,1,36990000,36990000
12744,314,1,25191000,25191000
12745,103,3,22990000,68970000
12746,176,1,31990000,31990000
12747,190,1,2691000,2691000
12748,232,1,750000,750000
12749,125,1,6490000,6490000
12750,261,1,8541000,8541000
12750,185,2,2840500,5681000
12751,4,1,320000,320000
12752,26,1,30390500,30390500
12753,320,1,320000,320000
12754,176,3,31990000,95970000
12754,215,1,25191000,25191000
12755,183,1,2365500,2365500
12755,305,1,1890000,1890000
12756,24,1,6490000,6490000
12757,41,1,171000,171000
12758,253,1,1890000,1890000
12759,133,1,25191000,25191000
12760,273,1,11990000,11990000
12760,206,1,590000,590000
12760,217,3,22990000,68970000
12761,230,1,250000,250000
12761,55,1,9990000,9990000
12762,153,1,108000,108000
12763,144,1,4990000,4990000
12764,234,1,7990000,7990000
12765,168,1,26590500,26590500
12766,257,2,10791000,21582000
12767,25,1,3490000,3490000
12768,186,1,9490000,9490000
12769,21,1,7990000,7990000
12769,159,3,11691000,35073000
12769,54,1,7115500,7115500
12770,169,1,3141000,3141000
12771,316,1,2990000,2990000
12771,121,1,190000,190000
12771,237,1,8541000,8541000
12772,214,1,25191000,25191000
12773,128,1,450000,450000
12774,54,1,7490000,7490000
12775,240,1,5690500,5690500
12776,27,1,12340500,12340500
12777,224,1,7191000,7191000
12777,261,1,8541000,8541000
12778,101,1,18990000,18990000
12779,82,1,2490000,2490000
12779,320,1,320000,320000
12780,207,1,3990000,3990000
12780,64,1,18990000,18990000
12781,13,2,27990000,55980000
12782,155,1,25191000,25191000
12783,179,1,320000,320000
12784,1,1,1701000,1701000
12784,193,1,36990000,36990000
12785,203,1,27990000,27990000
12786,186,1,9490000,9490000
12786,211,2,6490000,12980000
12787,3,1,590000,590000
12788,163,1,17091000,17091000
12788,152,3,20691000,62073000
12788,93,1,7990000,7990000
12789,11,3,33291000,99873000
12789,120,2,3490000,6980000
12790,317,1,31990000,31990000
12790,9,1,288000,288000
12790,101,1,17091000,17091000
12791,251,1,25191000,25191000
12792,3,1,590000,590000
12793,123,1,2241000,2465100
12794,60,1,11390500,11390500
12794,299,2,3315500,6631000
12794,310,1,5990000,5990000
12795,193,1,35140500,35140500
12796,151,2,3141000,6282000
12797,130,1,7490000,7490000
12797,47,1,5841000,5841000
12798,29,1,250000,250000
12799,124,2,2840500,5681000
12800,235,1,3141000,3141000
12800,76,3,22990000,68970000
12801,233,1,250000,250000
12802,3,1,590000,590000
12803,232,1,750000,750000
12803,288,1,3990000,3990000
12803,222,1,36990000,36990000
12804,58,1,7115500,7115500
12804,195,1,2490000,2739000
12805,319,3,2990000,8970000
12806,287,1,4740500,4740500
12807,184,1,6490000,6490000
12807,141,1,6490000,6490000
12807,34,1,18990000,18990000
12808,105,1,9490000,9490000
12809,234,1,7990000,7990000
12810,243,2,18040500,36081000
12810,290,1,18040500,18040500
12811,116,1,17091000,17091000
12812,68,1,1890000,1890000
12812,211,1,6490000,6490000
12812,73,1,11390500,11390500
12813,46,1,7990000,7990000
12814,34,1,17091000,17091000
12814,65,1,17091000,17091000
12815,311,1,3790500,3790500
12815,200,1,26590500,26590500
12815,303,1,18990000,18990000
12816,80,1,9490000,9490000
12817,135,1,5990000,5990000
12818,111,1,7115500,7115500
12819,261,1,9490000,9490000
12820,144,1,4990000,4990000
12821,13,1,25191000,25191000
12821,49,1,2241000,2241000
12822,225,1,26590500,26590500
12823,157,1,7590500,7590500
12823,4,1,320000,320000
12824,99,1,12990000,12990000
12825,93,1,7990000,7990000
12826,50,1,9490000,9490000
12827,293,1,2990000,2990000
12827,57,2,36990000,73980000
12828,242,1,5990000,5990000
12829,33,1,237500,237500
12830,85,1,27990000,27990000
12830,262,1,750000,750000
12831,240,1,5990000,5990000
12832,26,1,30390500,30390500
12833,171,1,2365500,2365500
12834,176,2,28791000,57582000
12835,101,1,18040500,18040500
12835,163,1,18990000,18990000
12835,95,1,7990000,7990000
12836,262,1,750000,750000
12836,39,1,28791000,28791000
12837,57,1,35140500,35140500
12838,208,1,120000,120000
12839,89,1,3315500,3315500
12840,58,1,7115500,7115500
12840,60,1,11990000,11990000
12841,183,1,2241000,2241000
12842,137,1,3990000,3990000
12842,297,1,9490000,9490000
12843,87,1,4990000,4990000
12844,159,1,12990000,12990000
12845,292,1,6490000,6490000
12845,258,1,5391000,5391000
12846,25,1,3490000,3490000
12846,17,1,304000,304000
12847,82,1,2365500,2365500
12848,256,1,590000,590000
12848,302,1,36990000,36990000
12849,173,1,18990000,18990000
12850,187,3,4990000,14970000
12851,158,1,2990000,2990000
12851,221,2,18990000,37980000
12852,44,1,2990000,2990000
12853,225,1,27990000,27990000
12854,269,1,450000,450000
12854,288,1,3591000,3591000
12855,50,1,9490000,9490000
12856,137,1,3990000,3990000
12857,306,1,1890000,1890000
12857,15,1,4990000,4990000
12857,137,1,3990000,3990000
12858,262,1,675000,675000
12859,97,1,4590000,4590000
12860,296,1,22990000,22990000
12861,224,1,7990000,7990000
12862,143,1,2241000,2241000
12862,295,1,750000,750000
12862,109,1,590000,590000
12863,90,1,450000,450000
12864,303,1,18990000,17091000
12865,70,3,1890000,5670000
12866,173,1,18990000,18990000
12866,317,1,31990000,31990000
12867,312,1,4740500,4740500
12867,179,2,320000,640000
12868,132,2,4491000,8982000
12869,200,1,27990000,27990000
12870,110,1,4990000,4990000
12871,71,1,11990000,11990000
12871,88,1,7990000,7990000
12872,212,1,7990000,7990000
12872,304,1,7990000,7990000
12873,181,1,4990000,4990000
12873,146,2,5391000,10782000
12873,120,1,3315500,3315500
12874,253,2,1701000,3402000
12874,195,3,2490000,7470000
12875,125,1,6490000,6490000
12875,117,1,11990000,11990000
12876,274,2,10791000,21582000
12877,164,3,3990000,11970000
12877,104,1,18990000,18990000
12878,158,1,2990000,2990000
12878,267,2,9490000,18980000
12879,112,1,27990000,27990000
12879,257,2,11990000,23980000
12879,162,1,18990000,18990000
12880,84,1,8541000,8541000
12880,230,1,250000,250000
12881,119,1,120000,120000
12882,120,2,3315500,6631000
12883,216,1,3990000,3990000
12884,102,1,2241000,2241000
12885,136,1,4491000,4491000
12885,31,1,6490000,6490000
12885,136,3,4491000,13473000
12886,199,1,35140500,35140500
12886,66,1,750000,750000
12887,300,1,1701000,1701000
12888,83,2,25191000,50382000
12889,154,1,22990000,22990000
12889,148,1,5990000,5990000
12889,238,1,36990000,36990000
12890,177,1,36990000,36990000
12890,167,1,36990000,36990000
12891,224,2,7990000,15980000
12892,283,1,9490000,9490000
12893,29,1,250000,250000
12894,18,1,9490000,9490000
12894,236,1,7590500,7590500
12895,215,1,27990000,27990000
12896,172,1,3141000,3141000
12896,308,1,22990000,22990000
12897,291,2,3490000,6980000
12897,309,1,35140500,35140500
12898,81,1,5841000,5841000
12898,68,1,1701000,1701000
12898,4,1,320000,320000
12899,17,1,320000,320000
12900,72,1,7990000,7990000
12901,216,1,3990000,3990000
12902,278,1,6165500,6165500
12903,156,1,27990000,27990000
12903,128,1,450000,450000
12904,95,1,7990000,7990000
12905,74,1,5990000,5990000
12906,76,1,22990000,22990000
12907,168,1,27990000,27990000
12907,250,1,171000,171000
12908,144,1,4990000,4990000
12908,227,1,9990000,9990000
12909,123,1,2490000,2490000
12910,10,1,5841000,5841000
12911,191,1,4990000,4990000
12912,308,1,22990000,25289000
12913,266,1,120000,120000
12913,144,2,4740500,9481000
12913,2,1,36990000,36990000
12914,315,1,4590000,4590000
12915,295,1,712500,712500
12916,42,1,9490000,9490000
12917,58,1,7490000,7490000
12918,314,1,25191000,25191000
12919,290,1,18040500,18040500
12919,75,1,5841000,5841000
12920,7,3,6165500,18496500
12920,45,1,9015500,9015500
12920,93,1,7990000,7990000
12921,193,1,33291000,33291000
12922,52,1,190000,190000
12923,281,1,3990000,3990000
12924,34,2,18040500,36081000
12925,293,1,2840500,2840500
12926,176,1,31990000,31990000
12927,158,1,2840500,2840500
12928,27,1,12990000,12990000
12929,298,1,6490000,6490000
12929,267,1,9490000,9490000
12930,220,1,12340500,12340500
12930,8,1,1890000,1890000
12931,234,1,7990000,7990000
12932,253,1,1701000,1701000
12932,89,1,3490000,3490000
12933,37,2,114000,228000
12934,172,1,3141000,3141000
12935,59,1,4740500,4740500
12936,117,1,11990000,11990000
12937,112,2,27990000,55980000
12938,307,1,3490000,3490000
12939,214,1,26590500,26590500
12940,172,1,3490000,3490000
12940,124,1,2990000,2990000
12941,135,1,5990000,5990000
12941,268,1,450000,450000
12942,261,1,9490000,9490000
12942,296,2,22990000,45980000
12943,232,1,712500,712500
12944,312,1,4990000,4990000
12944,99,1,12990000,12990000
12945,49,1,2490000,2490000
12946,29,1,250000,250000
12947,78,1,450000,450000
12948,180,1,2990000,2990000
12948,316,2,2990000,5980000
12949,121,1,190000,190000
12950,269,2,450000,990000
12951,25,2,3141000,6282000
12952,24,1,5841000,5841000
12953,172,1,3315500,3315500
12954,79,1,190000,190000
12955,100,1,9990000,9990000
12955,197,1,675000,675000
12955,13,2,25191000,50382000
12956,302,1,33291000,33291000
12956,139,1,9490000,9490000
12957,302,1,33291000,33291000
12958,171,1,2241000,2241000
12959,123,1,2490000,2490000
12960,216,1,3990000,3990000
12961,61,1,712500,712500
12961,209,1,9990000,9990000
12962,111,1,7490000,7490000
12962,23,1,36990000,36990000
12963,142,1,9490000,8541000
12964,172,1,3490000,3490000
12965,237,1,9015500,9015500
12965,39,1,31990000,31990000
12966,297,1,9490000,9490000
12967,251,1,27990000,27990000
12967,224,2,7590500,15181000
12968,216,1,3990000,3990000
12969,311,1,3990000,3990000
12970,84,1,9490000,9490000
12971,209,1,9990000,9990000
12971,249,1,288000,288000
12972,118,1,18990000,18990000
12973,131,1,27990000,27990000
12974,268,1,450000,450000
12974,27,1,12990000,12990000
12975,92,1,225000,225000
12976,35,1,7990000,7990000
12977,83,1,27990000,27990000
12978,126,1,5990000,5990000
12979,79,1,190000,190000
12980,93,1,7990000,7990000
12981,201,2,4491000,8982000
12982,128,1,405000,405000
12983,306,1,1890000,1890000
12984,36,1,190000,190000
12985,207,1,3990000,3990000
12986,205,1,6490000,6490000
12987,119,1,120000,120000
12987,294,1,5990000,5990000
12988,113,1,18990000,18990000
12989,127,1,6165500,6165500
12989,188,1,9990000,9990000
12990,166,1,3990000,3990000
12990,174,2,4990000,9980000
12991,237,1,9490000,9490000
12992,95,1,7191000,7191000
12993,189,1,1890000,1890000
12993,189,1,1890000,1890000
12994,245,1,9490000,9490000
12994,57,1,36990000,36990000
12995,176,1,31990000,31990000
12996,47,1,6490000,6490000
12997,77,1,250000,250000
12998,294,1,5990000,5990000
12998,45,1,9015500,9015500
12999,18,1,9490000,9490000
13000,310,1,5990000,5990000
13001,25,1,3141000,3141000
13002,116,1,18040500,18040500
13003,292,1,6490000,6490000
13004,1,1,1890000,1890000
13004,115,1,30390500,30390500
13005,87,2,4491000,8982000
13005,149,2,30390500,60781000
13006,124,1,2990000,2990000
13006,251,3,25191000,75573000
13007,16,1,25191000,25191000
13008,212,1,7191000,7191000
13009,223,1,5690500,5690500
13010,278,1,5841000,5841000
13011,92,1,250000,250000
13012,218,1,1890000,1890000
13013,272,1,9490000,9490000
13013,152,1,21840500,21840500
13014,87,1,4990000,4990000
13015,78,3,450000,1350000
13016,53,1,9490000,9490000
13017,79,1,190000,190000
13017,74,1,5990000,5990000
13017,67,1,18040500,18040500
13018,252,1,250000,250000
13019,70,1,1890000,1890000
13020,101,1,18990000,18990000
13020,122,1,4990000,4990000
13021,53,1,9015500,9015500
13021,140,1,4990000,4990000
13021,228,1,2490000,2490000
13022,267,2,8541000,17082000
13022,8,2,1795500,3591000
13023,112,1,26590500,26590500
13023,43,1,8541000,8541000
13024,163,1,18990000,18990000
13025,66,1,675000,675000
13026,287,1,4740500,4740500
13026,18,1,9015500,9015500
13027,304,3,7990000,23970000
13027,249,1,304000,304000
13028,42,1,9015500,9015500
13028,67,1,18990000,18990000
13029,308,1,22990000,22990000
13030,43,1,8541000,8541000
13031,116,1,18990000,18990000
13032,34,1,18040500,18040500
13033,258,1,5690500,5690500
13033,4,1,288000,288000
13034,111,2,7490000,14980000
13035,106,1,7990000,7990000
13036,74,1,5690500,5690500
13037,103,1,22990000,22990000
13038,276,1,6490000,6490000
13039,18,1,9015500,9015500
13040,138,1,6741000,6741000
13041,117,1,10791000,10791000
13041,21,1,7590500,7590500
13042,39,1,31990000,31990000
13043,75,1,5841000,5841000
13044,293,1,2990000,2990000
13045,173,1,18990000,18990000
13046,128,1,450000,450000
13046,319,1,2990000,2990000
13047,94,1,5990000,5990000
13048,252,1,250000,250000
13049,237,1,8541000,8541000
13050,304,1,7590500,7590500
13050,223,1,5990000,5990000
13050,174,1,4740500,4740500
13051,254,1,7590500,7590500
13051,37,1,108000,108000
13052,166,1,3990000,3990000
13053,10,2,5841000,11682000
13054,49,1,2490000,2490000
13055,2,1,36990000,36990000
13055,239,1,5841000,5841000
13056,146,1,5990000,5990000
13057,103,1,22990000,22990000
13058,33,1,250000,250000
13059,108,1,30390500,30390500
13060,311,3,3990000,11970000
