response_id,ticket_id,score,comment,responded_at
893,6291,5,"Rất hài lòng, máy chạy tốt lại",2025-09-06 03:03
894,1410,3,Máy sửa xong nhưng vẫn hơi nóng,2025-01-07 10:04
895,4098,5,"Rất hài lòng, máy chạy tốt lại",2025-12-07 00:24
896,3818,5,,2025-01-13 19:08
897,7065,5,"Rất hài lòng, máy chạy tốt lại",2025-07-21 05:28
898,316,5,Trả máy đúng hẹn,2026-01-26 12:22
899,4076,5,Dịch vụ tốt sẽ quay lại,2026-07-07 07:25
900,854,5,"Rất hài lòng, máy chạy tốt lại",2024-11-26 13:55
901,5995,4,"Tốt, giá hơi cao",2025-11-24 06:35
902,3975,5,Dịch vụ tốt sẽ quay lại,2024-12-28 09:28
903,6205,1,Thái độ nhân viên không tốt,2024-10-07 08:26
904,3452,2,,2026-07-27 23:52
905,3134,3,,2025-09-15 22:36
906,2252,2,Gọi điện không ai nghe máy,2025-02-10 21:15
907,161,5,,2025-05-13 16:39
908,3929,5,,2025-04-24 08:44
909,6040,5,Dịch vụ tốt sẽ quay lại,2025-06-02 15:11
910,1569,4,,2025-06-30 22:21
911,4286,3,Máy sửa xong nhưng vẫn hơi nóng,2026-07-29 20:06
912,3,4,Sửa được nhưng phải chờ linh kiện,2026-08-30 01:00
913,6368,2,Phải quay lại lần 2 mới xong,2025-04-10 07:14
914,672,5,Kỹ thuật viên giải thích rõ ràng,2025-11-19 03:49
915,7565,5,,2025-10-17 09:06
916,2527,5,,2024-09-23 10:22
917,6840,3,,2025-04-19 02:04
918,6596,5,Kỹ thuật viên giải thích rõ ràng,2025-02-19 03:08
919,3543,5,"Nhân viên nhiệt tình, sửa nhanh",2026-05-14 12:08
920,6817,2,Nhân viên trả lời không rõ ràng,2026-01-10 08:09
921,7588,4,,2025-06-08 04:00
922,3643,5,"Rất hài lòng, máy chạy tốt lại",2024-10-19 13:36
923,4442,2,Nhân viên trả lời không rõ ràng,2025-08-01 10:04
924,7104,5,Kỹ thuật viên giải thích rõ ràng,2025-01-13 07:42
925,2835,4,Sửa được nhưng phải chờ linh kiện,2025-08-15 05:51
926,2350,5,Dịch vụ tốt sẽ quay lại,2025-03-30 04:05
927,4659,4,"Ổn, chỉ hơi lâu một chút",2024-10-17 06:23
928,7174,5,"Rất hài lòng, máy chạy tốt lại",2025-04-16 18:01
929,4506,5,Kỹ thuật viên giải thích rõ ràng,2026-04-07 01:07
930,5596,4,"Tốt, giá hơi cao",2026-07-29 01:59
931,427,4,"Ổn, chỉ hơi lâu một chút",2025-08-02 08:07
932,4705,3,Chờ hơi lâu,2026-02-01 12:29
933,2517,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-10-04 07:16
934,2668,2,,2024-09-20 13:55
935,7120,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-12-16 10:48
936,3866,1,Sửa xong vẫn bị lỗi cũ,2025-06-19 07:24
937,7220,5,"Nhân viên nhiệt tình, sửa nhanh",2026-07-21 00:05
938,3509,2,Nhân viên trả lời không rõ ràng,2026-02-17 18:29
939,3793,3,Chờ hơi lâu,2025-10-21 02:03
940,4303,5,Dịch vụ tốt sẽ quay lại,2025-09-05 04:33
941,6949,3,Máy sửa xong nhưng vẫn hơi nóng,2025-04-10 04:00
942,370,4,"Ổn, chỉ hơi lâu một chút",2026-03-16 18:34
943,5880,5,Trả máy đúng hẹn,2024-10-12 05:06
944,7247,3,Bình thường,2025-04-29 08:06
945,2004,2,,2025-05-09 02:16
946,7170,1,Mất phụ kiện kèm theo máy,2025-07-31 19:31
947,681,5,,2026-04-05 02:24
948,6617,5,Trả máy đúng hẹn,2025-07-05 00:49
949,5435,5,Dịch vụ tốt sẽ quay lại,2025-06-24 17:43
950,1841,5,"Rất hài lòng, máy chạy tốt lại",2026-04-11 12:40
951,5162,5,Kỹ thuật viên giải thích rõ ràng,2024-12-14 15:41
952,2308,4,"Tốt, giá hơi cao",2025-11-09 22:01
953,6535,4,,2025-02-01 05:04
954,1314,4,,2026-08-19 16:49
955,3872,3,Máy sửa xong nhưng vẫn hơi nóng,2026-08-19 23:32
956,569,5,,2026-08-01 16:22
957,4347,2,Nhân viên trả lời không rõ ràng,2025-01-21 09:19
958,855,4,,2025-04-11 05:26
959,234,2,,2025-12-26 12:53
960,2430,5,,2025-07-04 18:18
961,3442,4,Sửa được nhưng phải chờ linh kiện,2026-01-12 08:36
962,165,5,"Nhân viên nhiệt tình, sửa nhanh",2025-09-18 07:59
963,1027,2,Trả máy trễ hẹn 3 ngày,2026-02-14 23:57
964,748,4,,2025-06-13 15:18
965,7142,3,Máy sửa xong nhưng vẫn hơi nóng,2024-10-29 04:31
966,4109,4,Sửa được nhưng phải chờ linh kiện,2024-11-02 20:57
967,3544,5,Trả máy đúng hẹn,2025-10-08 03:57
968,4767,1,Sửa xong vẫn bị lỗi cũ,2026-08-17 05:50
969,1485,5,"Nhân viên nhiệt tình, sửa nhanh",2025-03-17 07:42
970,4549,4,"Tốt, giá hơi cao",2026-03-22 13:59
971,3436,5,Trả máy đúng hẹn,2025-01-15 04:10
972,6736,1,,2026-03-01 16:57
973,5394,5,"Rất hài lòng, máy chạy tốt lại",2026-06-06 05:06
974,1862,1,Sửa xong vẫn bị lỗi cũ,2025-08-28 22:33
975,779,4,"Ổn, chỉ hơi lâu một chút",2026-02-28 08:23
976,1359,5,Trả máy đúng hẹn,2025-07-02 02:42
977,1100,5,"Rất hài lòng, máy chạy tốt lại",2026-02-22 04:04
978,1431,4,"Ổn, chỉ hơi lâu một chút",2025-12-22 00:02
979,132,5,"Nhân viên nhiệt tình, sửa nhanh",2025-02-16 22:35
980,7112,5,,2025-08-16 19:04
981,4277,1,Thái độ nhân viên không tốt,2025-09-15 12:54
982,3638,5,,2025-03-15 05:20
983,5193,3,Tạm được,2024-10-11 09:53
984,5099,4,"Tốt, giá hơi cao",2026-08-04 21:36
985,4222,3,Máy sửa xong nhưng vẫn hơi nóng,2025-05-28 16:27
986,2931,5,"Rất hài lòng, máy chạy tốt lại",2026-09-03 05:04
987,1148,5,Dịch vụ tốt sẽ quay lại,2026-06-10 02:05
988,3646,5,Kỹ thuật viên giải thích rõ ràng,2025-08-15 01:42
989,1988,5,"Nhân viên nhiệt tình, sửa nhanh",2025-10-18 15:44
990,7396,4,"Tốt, giá hơi cao",2026-04-10 18:49
991,1185,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-06-11 23:21
992,4912,3,Máy sửa xong nhưng vẫn hơi nóng,2025-02-28 09:08
993,356,5,Kỹ thuật viên giải thích rõ ràng,2026-08-14 16:17
994,7491,5,Kỹ thuật viên giải thích rõ ràng,2025-07-01 02:12
995,485,3,Tạm được,2026-08-30 16:27
996,5161,4,,2024-12-21 00:31
997,1420,2,,2026-02-13 10:08
998,4943,1,,2026-08-03 10:00
999,924,5,"Rất hài lòng, máy chạy tốt lại",2024-12-03 04:25
1000,6741,4,Sửa được nhưng phải chờ linh kiện,2026-07-13 14:31
1001,3939,5,,2025-03-07 03:04
1002,4186,5,Trả máy đúng hẹn,2025-11-17 20:48
1003,7768,5,"Nhân viên nhiệt tình, sửa nhanh",2025-06-18 08:22
1004,55,2,Nhân viên trả lời không rõ ràng,2026-08-28 06:03
1005,5858,4,"Tốt, giá hơi cao",2026-05-31 22:37
1006,3761,3,Chờ hơi lâu,2025-07-05 03:16
1007,5661,5,,2024-12-28 12:28
1008,4364,2,Gọi điện không ai nghe máy,2026-08-05 13:24
1009,7718,3,,2025-07-06 09:27
1010,1408,4,,2025-07-23 08:54
1011,3745,5,Trả máy đúng hẹn,2025-03-05 11:40
1012,6256,5,Dịch vụ tốt sẽ quay lại,2026-03-08 04:22
1013,2807,4,,2024-12-07 22:45
1014,175,3,,2025-05-14 20:58
1015,5874,3,Chờ hơi lâu,2025-09-18 14:06
1016,2920,5,,2024-09-27 22:28
1017,1532,5,Kỹ thuật viên giải thích rõ ràng,2025-02-04 10:14
1018,2236,3,,2025-11-04 10:07
1019,576,4,,2025-08-12 12:14
1020,6484,5,"Rất hài lòng, máy chạy tốt lại",2026-07-16 21:07
1021,4257,2,,2025-01-01 11:22
1022,5716,4,Sửa được nhưng phải chờ linh kiện,2024-11-25 18:55
1023,5229,5,,2024-11-08 18:36
1024,298,5,Kỹ thuật viên giải thích rõ ràng,2025-10-04 12:50
1025,953,4,,2025-03-13 06:36
1026,1843,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-03-08 07:46
1027,939,2,Phải quay lại lần 2 mới xong,2025-10-10 04:45
1028,6679,3,Bình thường,2025-04-20 11:13
1029,5188,5,Trả máy đúng hẹn,2026-05-07 07:20
1030,5399,4,"Ổn, chỉ hơi lâu một chút",2026-01-05 04:00
1031,3351,2,Nhân viên trả lời không rõ ràng,2025-01-29 08:58
1032,4313,3,Bình thường,2026-04-06 03:19
1033,7753,4,,2026-06-30 04:45
1034,2267,5,"Rất hài lòng, máy chạy tốt lại",2026-08-26 13:52
1035,3208,1,Trễ hẹn cả tuần không ai báo,2025-08-12 18:59
1036,4518,5,,2026-04-25 05:20
1037,3707,5,Dịch vụ tốt sẽ quay lại,2025-08-19 21:04
1038,4126,5,Kỹ thuật viên giải thích rõ ràng,2026-06-03 08:50
1039,6683,3,,2024-09-09 03:34
1040,2311,4,Sửa được nhưng phải chờ linh kiện,2026-07-10 02:00
1041,5946,2,Trả máy trễ hẹn 3 ngày,2025-03-20 04:43
1042,4929,5,,2025-12-24 05:59
1043,172,5,"Rất hài lòng, máy chạy tốt lại",2025-12-02 12:30
1044,222,5,"Rất hài lòng, máy chạy tốt lại",2025-07-21 14:46
1045,120,4,Sửa được nhưng phải chờ linh kiện,2026-05-11 21:35
1046,5268,3,Bình thường,2025-09-17 12:46
1047,1159,1,,2026-06-08 01:58
1048,6750,2,Trả máy trễ hẹn 3 ngày,2026-03-28 00:35
1049,3016,5,,2025-02-18 08:27
1050,32,4,Sửa được nhưng phải chờ linh kiện,2025-11-23 19:01
1051,4026,5,"Nhân viên nhiệt tình, sửa nhanh",2026-07-05 21:19
1052,4295,4,,2025-04-11 01:14
1053,2884,2,Nhân viên trả lời không rõ ràng,2025-12-13 19:50
1054,6029,4,Sửa được nhưng phải chờ linh kiện,2025-07-09 06:21
1055,6769,4,,2025-08-09 04:27
1056,1084,2,,2026-04-16 04:23
1057,6953,1,,2025-11-07 05:43
1058,6512,4,Sửa được nhưng phải chờ linh kiện,2024-10-28 06:54
1059,5358,3,,2026-04-09 07:59
1060,7138,3,Tạm được,2025-11-10 08:02
1061,3576,3,,2026-04-10 06:24
1062,901,3,,2025-01-18 00:35
1063,1011,4,"Tốt, giá hơi cao",2025-01-21 22:41
1064,4551,5,Kỹ thuật viên giải thích rõ ràng,2025-08-23 18:43
1065,4718,5,"Rất hài lòng, máy chạy tốt lại",2026-04-30 01:20
1066,6719,4,Sửa được nhưng phải chờ linh kiện,2026-02-03 08:34
1067,7106,4,,2025-03-12 16:11
1068,2221,5,Kỹ thuật viên giải thích rõ ràng,2026-07-24 15:46
1069,195,1,Mất phụ kiện kèm theo máy,2025-10-05 00:40
1070,5190,5,"Rất hài lòng, máy chạy tốt lại",2026-01-30 08:12
1071,3486,5,"Nhân viên nhiệt tình, sửa nhanh",2026-02-04 01:18
1072,6637,5,Dịch vụ tốt sẽ quay lại,2024-09-18 10:05
1073,6227,1,Mất phụ kiện kèm theo máy,2026-08-16 18:50
1074,5120,5,,2025-01-11 04:47
1075,3682,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-08-05 11:43
1076,394,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-01-21 00:34
1077,5408,2,Gọi điện không ai nghe máy,2026-04-13 21:21
1078,3586,5,,2026-03-21 03:36
1079,2317,2,,2024-12-15 19:05
1080,3263,5,Kỹ thuật viên giải thích rõ ràng,2025-05-03 07:41
1081,7569,2,Phải quay lại lần 2 mới xong,2026-05-06 16:40
1082,3210,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-07-20 02:28
1083,1737,4,"Tốt, giá hơi cao",2025-01-24 06:14
1084,150,3,,2026-08-13 13:25
1085,4276,4,,2025-11-09 01:07
1086,3807,4,,2024-09-12 18:33
1087,7032,4,,2025-01-24 11:30
1088,4977,4,"Tốt, giá hơi cao",2026-03-15 04:39
1089,1799,2,Phải quay lại lần 2 mới xong,2025-12-03 10:27
1090,7467,3,Chờ hơi lâu,2024-12-24 02:08
1091,4132,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-07-12 17:53
1092,3582,4,"Tốt, giá hơi cao",2025-09-28 21:40
1093,3881,3,Máy sửa xong nhưng vẫn hơi nóng,2024-12-22 11:54
1094,98,2,Phải quay lại lần 2 mới xong,2025-03-08 19:31
1095,6099,1,,2025-02-27 08:31
1096,3022,5,,2025-03-15 20:05
1097,118,3,,2025-11-28 17:57
1098,211,3,Bình thường,2025-06-15 16:38
1099,1699,4,Sửa được nhưng phải chờ linh kiện,2025-06-05 12:29
1100,3934,2,,2024-09-26 07:19
1101,6467,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-08-15 12:14
1102,1179,4,"Ổn, chỉ hơi lâu một chút",2026-05-06 01:02
1103,1698,5,,2025-11-19 12:08
1104,1030,3,,2026-01-04 06:04
1105,6017,3,,2024-10-09 22:20
1106,6249,5,,2025-05-25 07:17
1107,2098,5,,2026-03-03 18:20
1108,2015,5,,2025-01-29 02:07
1109,7581,5,"Nhân viên nhiệt tình, sửa nhanh",2024-10-13 15:37
1110,1331,5,Trả máy đúng hẹn,2025-01-21 08:43
1111,2422,4,"Ổn, chỉ hơi lâu một chút",2024-10-16 07:25
1112,2312,3,Tạm được,2026-05-07 23:50
1113,1157,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-12-23 08:04
1114,3413,1,,2024-10-10 01:56
1115,4409,5,Trả máy đúng hẹn,2026-04-25 01:21
1116,6527,5,Dịch vụ tốt sẽ quay lại,2026-04-18 12:15
1117,2839,4,Sửa được nhưng phải chờ linh kiện,2025-01-05 03:06
1118,147,5,Dịch vụ tốt sẽ quay lại,2025-11-05 18:06
1119,7650,5,,2025-03-14 21:52
1120,4430,5,,2025-08-15 11:13
1121,1710,5,,2025-10-28 17:28
1122,4686,3,Chờ hơi lâu,2026-02-20 22:02
1123,4331,5,"Rất hài lòng, máy chạy tốt lại",2025-11-08 07:59
1124,2099,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-12-28 03:37
1125,6681,5,,2026-08-31 04:21
1126,1691,4,"Tốt, giá hơi cao",2025-09-17 09:22
1127,6982,5,Kỹ thuật viên giải thích rõ ràng,2025-02-13 07:43
1128,5469,2,,2025-05-08 11:19
1129,512,1,Sửa xong vẫn bị lỗi cũ,2025-07-27 23:34
1130,926,1,Thái độ nhân viên không tốt,2025-03-21 22:24
1131,1203,5,Trả máy đúng hẹn,2025-09-08 16:13
1132,4847,3,Bình thường,2025-11-21 04:06
1133,3675,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-02-27 10:35
1134,235,5,"Nhân viên nhiệt tình, sửa nhanh",2024-12-13 08:17
1135,2548,5,Kỹ thuật viên giải thích rõ ràng,2025-09-12 12:51
1136,482,5,"Rất hài lòng, máy chạy tốt lại",2025-05-21 11:43
1137,2943,5,Dịch vụ tốt sẽ quay lại,2025-05-03 08:59
1138,1695,5,,2025-06-15 22:54
1139,3197,5,,2025-09-08 05:28
1140,7123,5,Trả máy đúng hẹn,2026-08-03 08:39
1141,4351,4,"Ổn, chỉ hơi lâu một chút",2026-01-11 15:42
1142,3112,3,Bình thường,2026-07-12 12:15
1143,2703,5,"Nhân viên nhiệt tình, sửa nhanh",2025-04-04 10:29
1144,3557,5,,2025-06-16 22:24
1145,1831,5,Dịch vụ tốt sẽ quay lại,2025-01-07 01:22
1146,4024,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-07-25 11:17
1147,1651,4,"Tốt, giá hơi cao",2025-11-17 02:42
1148,1999,5,"Nhân viên nhiệt tình, sửa nhanh",2026-05-30 03:06
1149,4460,4,Sửa được nhưng phải chờ linh kiện,2025-09-29 11:26
1150,2171,3,,2026-03-17 05:01
1151,3688,5,Trả máy đúng hẹn,2025-01-06 12:41
1152,5451,2,Phải quay lại lần 2 mới xong,2025-01-05 01:41
1153,910,5,"Nhân viên nhiệt tình, sửa nhanh",2024-11-21 06:17
1154,3526,5,Trả máy đúng hẹn,2024-12-23 07:35
1155,3466,5,"Rất hài lòng, máy chạy tốt lại",2026-04-06 18:02
1156,7474,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-11-03 13:45
1157,6690,4,"Tốt, giá hơi cao",2025-03-30 04:21
1158,2936,2,Phải quay lại lần 2 mới xong,2024-11-28 03:37
1159,5626,4,"Ổn, chỉ hơi lâu một chút",2025-07-25 12:19
1160,1806,5,,2025-09-09 15:24
1161,4416,5,"Nhân viên nhiệt tình, sửa nhanh",2025-03-26 15:11
1162,592,3,Bình thường,2026-07-28 13:20
1163,5654,3,Máy sửa xong nhưng vẫn hơi nóng,2025-05-31 11:02
1164,5695,4,,2025-10-03 06:20
1165,218,5,Dịch vụ tốt sẽ quay lại,2024-09-18 00:05
1166,2161,5,,2026-04-14 04:52
1167,3859,5,,2026-05-30 02:05
1168,972,3,Bình thường,2026-02-26 08:35
1169,5610,4,"Ổn, chỉ hơi lâu một chút",2025-08-09 21:28
1170,5778,5,Trả máy đúng hẹn,2024-10-15 02:35
1171,201,4,,2026-05-01 03:13
1172,4869,2,Trả máy trễ hẹn 3 ngày,2026-03-29 19:36
1173,3255,5,"Nhân viên nhiệt tình, sửa nhanh",2025-04-15 03:36
1174,7192,5,Trả máy đúng hẹn,2025-11-26 20:11
1175,1573,4,,2025-12-16 21:16
1176,3415,1,Mất phụ kiện kèm theo máy,2026-02-12 19:37
1177,149,3,Máy sửa xong nhưng vẫn hơi nóng,2026-04-23 07:12
1178,2262,3,Máy sửa xong nhưng vẫn hơi nóng,2024-12-23 01:07
1179,7742,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-11-26 10:03
1180,5825,4,"Tốt, giá hơi cao",2025-10-10 06:05
1181,5973,5,Trả máy đúng hẹn,2025-03-09 15:57
1182,735,5,,2024-12-19 04:36
1183,6991,4,"Tốt, giá hơi cao",2025-12-28 07:51
1184,5147,5,"Nhân viên nhiệt tình, sửa nhanh",2025-07-23 00:09
1185,2981,5,"Nhân viên nhiệt tình, sửa nhanh",2026-02-04 00:59
1186,3024,1,Sửa xong vẫn bị lỗi cũ,2025-05-14 06:55
1187,5524,2,Phải quay lại lần 2 mới xong,2026-06-08 02:27
1188,3595,1,Thái độ nhân viên không tốt,2026-03-29 01:39
1189,1973,4,,2026-02-10 09:53
1190,547,4,"Tốt, giá hơi cao",2024-10-29 10:45
1191,2675,4,Sửa được nhưng phải chờ linh kiện,2025-09-17 14:53
1192,3238,4,Sửa được nhưng phải chờ linh kiện,2025-01-07 12:08
1193,5234,4,"Tốt, giá hơi cao",2025-09-14 03:52
1194,2921,4,Sửa được nhưng phải chờ linh kiện,2024-09-22 20:52
1195,2082,5,"Nhân viên nhiệt tình, sửa nhanh",2026-03-12 14:48
1196,1481,2,Nhân viên trả lời không rõ ràng,2026-06-28 16:03
1197,7550,5,"Nhân viên nhiệt tình, sửa nhanh",2025-05-16 19:15
1198,4265,1,Sửa xong vẫn bị lỗi cũ,2025-07-15 19:26
1199,3985,3,Tạm được,2026-06-11 21:47
1200,2609,5,Trả máy đúng hẹn,2025-03-07 06:01
1201,5855,5,,2024-12-10 18:11
1202,4942,5,Trả máy đúng hẹn,2026-06-24 09:36
1203,4563,3,,2025-12-03 14:25
1204,5354,3,Chờ hơi lâu,2025-03-14 20:29
1205,486,3,,2025-07-22 16:41
1206,2547,2,,2026-03-18 04:10
1207,1283,4,"Tốt, giá hơi cao",2025-04-08 02:21
1208,5509,2,Gọi điện không ai nghe máy,2025-10-20 00:21
1209,1343,5,"Nhân viên nhiệt tình, sửa nhanh",2024-12-28 18:53
1210,4380,4,,2025-11-05 06:27
1211,1323,3,,2026-06-17 01:29
1212,1132,2,Phải quay lại lần 2 mới xong,2026-03-07 09:10
1213,420,4,,2026-03-28 13:05
1214,4995,4,"Tốt, giá hơi cao",2025-06-13 06:42
1215,600,5,"Rất hài lòng, máy chạy tốt lại",2026-08-23 17:12
1216,4715,1,Trễ hẹn cả tuần không ai báo,2024-11-21 01:58
1217,347,5,"Rất hài lòng, máy chạy tốt lại",2025-10-28 19:18
1218,402,3,Bình thường,2025-11-27 07:51
1219,3834,3,Máy sửa xong nhưng vẫn hơi nóng,2025-12-24 19:59
1220,2744,5,Kỹ thuật viên giải thích rõ ràng,2026-01-07 04:35
1221,205,5,"Nhân viên nhiệt tình, sửa nhanh",2026-07-23 23:54
1222,2660,2,Nhân viên trả lời không rõ ràng,2025-06-21 20:31
1223,5118,5,"Rất hài lòng, máy chạy tốt lại",2025-02-23 10:00
1224,5065,5,,2026-02-23 06:06
1225,2594,5,"Nhân viên nhiệt tình, sửa nhanh",2026-06-26 22:55
1226,5091,2,Phải quay lại lần 2 mới xong,2026-02-03 00:22
1227,1997,5,,2024-11-11 21:01
1228,7126,2,,2025-03-16 00:22
1229,7297,5,Trả máy đúng hẹn,2025-09-11 20:25
1230,2149,5,Trả máy đúng hẹn,2026-03-02 18:48
1231,4972,4,,2026-02-15 23:07
1232,4343,5,Trả máy đúng hẹn,2026-01-31 19:39
1233,1115,5,Dịch vụ tốt sẽ quay lại,2024-09-09 10:03
1234,2425,5,"Nhân viên nhiệt tình, sửa nhanh",2024-11-01 13:12
1235,4082,4,,2026-04-20 06:38
1236,983,1,Trễ hẹn cả tuần không ai báo,2025-04-23 01:59
1237,4115,5,,2025-08-25 06:26
1238,474,5,Kỹ thuật viên giải thích rõ ràng,2025-06-16 15:30
1239,6377,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-05-20 01:11
1240,3157,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-09-05 06:38
1241,6889,2,Nhân viên trả lời không rõ ràng,2025-06-06 10:04
1242,6310,3,Chờ hơi lâu,2025-09-22 08:14
1243,877,5,Kỹ thuật viên giải thích rõ ràng,2025-04-15 20:01
1244,6532,5,Dịch vụ tốt sẽ quay lại,2025-03-14 02:18
1245,4334,5,"Rất hài lòng, máy chạy tốt lại",2026-04-07 05:51
1246,6534,3,Tạm được,2026-04-10 19:55
1247,6511,4,,2025-08-17 07:46
1248,3710,5,,2025-02-21 13:47
1249,6147,5,Dịch vụ tốt sẽ quay lại,2025-02-16 22:38
1250,3410,5,Dịch vụ tốt sẽ quay lại,2024-10-05 20:34
1251,7783,4,"Ổn, chỉ hơi lâu một chút",2024-09-23 23:17
1252,5186,5,Trả máy đúng hẹn,2025-03-10 06:47
1253,7460,3,Bình thường,2026-05-10 02:25
1254,603,2,Trả máy trễ hẹn 3 ngày,2025-06-16 12:47
1255,7799,4,"Tốt, giá hơi cao",2025-06-21 22:09
1256,7344,4,,2025-04-27 08:49
1257,7250,4,"Tốt, giá hơi cao",2025-10-08 00:00
1258,2983,3,Tạm được,2024-12-01 11:50
1259,2852,2,Phải quay lại lần 2 mới xong,2026-06-18 12:07
1260,1405,5,"Nhân viên nhiệt tình, sửa nhanh",2024-10-09 23:12
1261,761,4,,2025-03-21 17:59
1262,1090,2,Phải quay lại lần 2 mới xong,2025-03-17 09:53
1263,1623,2,,2025-06-15 06:23
1264,4359,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-02-10 07:32
1265,6195,2,,2025-11-27 19:36
1266,3655,3,,2024-11-30 08:51
1267,740,4,"Ổn, chỉ hơi lâu một chút",2025-03-26 19:03
1268,7652,5,,2025-09-28 01:29
1269,2118,5,Trả máy đúng hẹn,2025-01-12 22:20
1270,7258,1,Thái độ nhân viên không tốt,2026-01-24 04:13
1271,124,2,Nhân viên trả lời không rõ ràng,2025-01-27 15:55
1272,2987,5,"Rất hài lòng, máy chạy tốt lại",2025-08-13 22:36
1273,6381,4,,2025-03-21 03:35
1274,7590,4,"Tốt, giá hơi cao",2024-11-07 05:07
1275,1469,3,Bình thường,2025-03-21 19:57
1276,2151,3,Bình thường,2025-06-08 17:56
1277,2165,4,"Tốt, giá hơi cao",2025-04-09 10:41
1278,5125,5,Kỹ thuật viên giải thích rõ ràng,2026-01-01 07:33
1279,465,4,Sửa được nhưng phải chờ linh kiện,2025-04-10 21:57
1280,5549,3,,2026-06-15 19:35
1281,306,4,Sửa được nhưng phải chờ linh kiện,2026-08-16 13:05
1282,1188,5,,2025-02-24 02:17
1283,2859,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-11-13 08:32
1284,1849,1,,2025-10-11 03:06
1285,5122,2,,2025-04-09 01:18
1286,2113,5,,2025-10-16 00:07
1287,4367,4,"Ổn, chỉ hơi lâu một chút",2025-09-27 10:23
1288,405,3,Máy sửa xong nhưng vẫn hơi nóng,2025-10-03 08:45
1289,4444,4,Sửa được nhưng phải chờ linh kiện,2026-04-14 20:22
1290,275,2,Nhân viên trả lời không rõ ràng,2026-06-13 13:08
1291,7684,5,Trả máy đúng hẹn,2024-10-05 13:51
1292,6633,2,,2025-09-02 11:52
1293,3942,5,Kỹ thuật viên giải thích rõ ràng,2025-05-29 00:04
1294,5057,5,"Rất hài lòng, máy chạy tốt lại",2026-04-18 02:33
1295,3092,5,,2025-02-07 22:22
1296,4179,4,"Ổn, chỉ hơi lâu một chút",2025-05-18 20:28
1297,4774,4,,2025-03-07 17:35
1298,3850,5,"Rất hài lòng, máy chạy tốt lại",2026-04-25 14:45
1299,4057,5,Dịch vụ tốt sẽ quay lại,2024-12-14 22:10
1300,4078,2,Trả máy trễ hẹn 3 ngày,2025-12-03 20:44
1301,4224,4,,2025-04-20 06:11
1302,2328,1,,2024-11-05 15:42
1303,7234,1,Thái độ nhân viên không tốt,2026-04-30 22:23
1304,3468,5,Trả máy đúng hẹn,2024-12-12 04:12
1305,2965,3,,2025-07-24 11:31
1306,5931,4,Sửa được nhưng phải chờ linh kiện,2024-12-02 15:49
1307,4726,5,,2025-01-22 13:46
1308,2743,5,Dịch vụ tốt sẽ quay lại,2026-07-05 09:33
1309,945,3,Tạm được,2025-04-15 03:55
1310,7317,5,Kỹ thuật viên giải thích rõ ràng,2025-08-13 13:05
1311,3336,5,,2026-08-01 14:22
1312,3343,3,,2026-08-12 23:26
1313,1876,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-03-12 00:00
1314,1342,3,Bình thường,2025-12-14 03:46
1315,1511,3,Bình thường,2026-06-05 18:43
1316,7720,4,"Ổn, chỉ hơi lâu một chút",2025-05-25 05:03
1317,3588,5,"Nhân viên nhiệt tình, sửa nhanh",2024-11-15 07:51
1318,3804,4,,2025-08-25 17:27
1319,7689,3,,2025-08-21 11:18
1320,2365,4,Sửa được nhưng phải chờ linh kiện,2026-08-25 13:33
1321,5334,5,Dịch vụ tốt sẽ quay lại,2024-11-28 03:13
1322,2553,3,Tạm được,2025-02-03 22:28
1323,6202,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-09-14 09:00
1324,1598,4,,2025-07-28 21:01
1325,4673,2,Trả máy trễ hẹn 3 ngày,2026-08-13 21:02
1326,5195,5,"Nhân viên nhiệt tình, sửa nhanh",2024-12-04 01:13
1327,473,5,"Rất hài lòng, máy chạy tốt lại",2025-02-07 18:38
1328,7553,4,"Ổn, chỉ hơi lâu một chút",2026-04-02 21:34
1329,384,3,,2026-07-06 10:26
1330,4880,4,"Ổn, chỉ hơi lâu một chút",2025-09-02 22:06
1331,1236,5,,2026-07-23 20:09
1332,1846,5,"Rất hài lòng, máy chạy tốt lại",2025-07-16 08:59
